n,t,v
54394,1813.1333333333332,11510
54395,1813.1666666666667,11512
54396,1813.2,11514
54397,1813.2333333333333,11515
54398,1813.2666666666667,11517
54399,1813.3,11519
54400,1813.3333333333333,11521
54401,1813.3666666666668,11523
54402,1813.4,11524
54403,1813.4333333333332,11527
54404,1813.4666666666667,11529
54405,1813.5,11531
54406,1813.5333333333333,11533
54407,1813.5666666666668,11535
54408,1813.6,11537
54409,1813.6333333333332,11539
54410,1813.6666666666667,11540
54411,1813.7,11542
54412,1813.7333333333333,11545
54413,1813.7666666666667,11548
54414,1813.8,11550
54415,1813.8333333333333,11552
54416,1813.8666666666668,11555
54417,1813.9,11557
54418,1813.9333333333332,11559
54419,1813.9666666666667,11561
54420,1814.0,11563
54421,1814.0333333333333,11566
54422,1814.0666666666668,11568
54423,1814.1,11570
54424,1814.1333333333332,11572
54425,1814.1666666666667,11573
54426,1814.2,11575
54427,1814.2333333333333,11577
54428,1814.2666666666667,11579
54429,1814.3,11581
54430,1814.3333333333333,11584
54431,1814.3666666666668,11586
54432,1814.4,11588
54433,1814.4333333333332,11591
54434,1814.4666666666667,11593
54435,1814.5,11595
54436,1814.5333333333333,11597
54437,1814.5666666666668,11599
54438,1814.6,11601
54439,1814.6333333333332,11604
54440,1814.6666666666667,11606
54441,1814.7,11608
54442,1814.7333333333333,11610
54443,1814.7666666666667,11612
54444,1814.8,11614
54445,1814.8333333333333,11615
54446,1814.8666666666668,11617
54447,1814.9,11619
54448,1814.9333333333332,11622
54449,1814.9666666666667,11624
54450,1815.0,11627
54451,1815.0333333333333,11629
54452,1815.0666666666668,11631
54453,1815.1,11633
54454,1815.1333333333332,11635
54455,1815.1666666666667,11637
54456,1815.2,11639
54457,1815.2333333333333,11642
54458,1815.2666666666667,11644
54459,1815.3,11646
54460,1815.3333333333333,11648
54461,1815.3666666666668,11650
54462,1815.4,11652
54463,1815.4333333333332,11653
54464,1815.4666666666667,11655
54465,1815.5,11657
54466,1815.5333333333333,11659
54467,1815.5666666666668,11661
54468,1815.6,11663
54469,1815.6333333333332,11665
54470,1815.6666666666667,11666
54471,1815.7,11668
54472,1815.7333333333333,11670
54473,1815.7666666666667,11671
54474,1815.8,11673
54475,1815.8333333333333,11676
54476,1815.8666666666668,11678
54477,1815.9,11680
54478,1815.9333333333332,11682
54479,1815.9666666666667,11684
54480,1816.0,11686
54481,1816.0333333333333,11688
54482,1816.0666666666668,11690
54483,1816.1,11692
54484,1816.1333333333332,11695
54485,1816.1666666666667,11698
54486,1816.2,11700
54487,1816.2333333333333,11703
54488,1816.2666666666667,11705
54489,1816.3,11707
54490,1816.3333333333333,11709
54491,1816.3666666666668,11711
54492,1816.4,11714
54493,1816.4333333333332,11717
54494,1816.4666666666667,11719
54495,1816.5,11721
54496,1816.5333333333333,11723
54497,1816.5666666666668,11725
54498,1816.6,11727
54499,1816.6333333333332,11728
54500,1816.6666666666667,11730
54501,1816.7,11732
54502,1816.7333333333333,11735
54503,1816.7666666666667,11738
54504,1816.8,11740
54505,1816.8333333333333,11743
54506,1816.8666666666668,11745
54507,1816.9,11747
54508,1816.9333333333332,11749
54509,1816.9666666666667,11751
54510,1817.0,11753
54511,1817.0333333333333,11756
54512,1817.0666666666668,11758
54513,1817.1,11760
54514,1817.1333333333332,11762
54515,1817.1666666666667,11764
54516,1817.2,11766
54517,1817.2333333333333,11768
54518,1817.2666666666667,11770
54519,1817.3,11771
54520,1817.3333333333333,11775
54521,1817.3666666666668,11777
54522,1817.4,11779
54523,1817.4333333333332,11782
54524,1817.4666666666667,11784
54525,1817.5,11786
54526,1817.5333333333333,11788
54527,1817.5666666666668,11790
54528,1817.6,11792
54529,1817.6333333333332,11795
54530,1817.6666666666667,11797
54531,1817.7,11799
54532,1817.7333333333333,11801
54533,1817.7666666666667,11803
54534,1817.8,11805
54535,1817.8333333333333,11807
54536,1817.8666666666668,11809
54537,1817.9,11810
54538,1817.9333333333332,11814
54539,1817.9666666666667,11816
54540,1818.0,11818
54541,1818.0333333333333,11821
54542,1818.0666666666668,11823
54543,1818.1,11825
54544,1818.1333333333332,11827
54545,1818.1666666666667,11829
54546,1818.2,11831
54547,1818.2333333333333,11834
54548,1818.2666666666667,11836
54549,1818.3,11838
54550,1818.3333333333333,11840
54551,1818.3666666666668,11842
54552,1818.4,11844
54553,1818.4333333333332,11846
54554,1818.4666666666667,11848
54555,1818.5,11849
54556,1818.5333333333333,11852
54557,1818.5666666666668,11854
54558,1818.6,11856
54559,1818.6333333333332,11858
54560,1818.6666666666667,11860
54561,1818.7,11862
54562,1818.7333333333333,11864
54563,1818.7666666666667,11866
54564,1818.8,11868
54565,1818.8333333333333,11871
54566,1818.8666666666668,11873
54567,1818.9,11875
54568,1818.9333333333332,11877
54569,1818.9666666666667,11879
54570,1819.0,11881
54571,1819.0333333333333,11883
54572,1819.0666666666668,11885
54573,1819.1,11887
54574,1819.1333333333332,11890
54575,1819.1666666666667,11892
54576,1819.2,11894
54577,1819.2333333333333,11895
54578,1819.2666666666667,11897
54579,1819.3,11899
54580,1819.3333333333333,11901
54581,1819.3666666666668,11903
54582,1819.4,11904
54583,1819.4333333333332,11907
54584,1819.4666666666667,11910
54585,1819.5,11912
54586,1819.5333333333333,11914
54587,1819.5666666666668,11916
54588,1819.6,11918
54589,1819.6333333333332,11920
54590,1819.6666666666667,11922
54591,1819.7,11924
54592,1819.7333333333333,11927
54593,1819.7666666666667,11930
54594,1819.8,11933
54595,1819.8333333333333,11935
54596,1819.8666666666668,11937
54597,1819.9,11940
54598,1819.9333333333332,11942
54599,1819.9666666666667,11944
54600,1820.0,11946
54601,1820.0333333333333,11950
54602,1820.0666666666668,11952
54603,1820.1,11954
54604,1820.1333333333332,11956
54605,1820.1666666666667,11958
54606,1820.2,11960
54607,1820.2333333333333,11963
54608,1820.2666666666667,11964
54609,1820.3,11966
54610,1820.3333333333333,11969
54611,1820.3666666666668,11971
54612,1820.4,11973
54613,1820.4333333333332,11975
54614,1820.4666666666667,11978
54615,1820.5,11980
54616,1820.5333333333333,11981
54617,1820.5666666666668,11983
54618,1820.6,11985
54619,1820.6333333333332,11989
54620,1820.6666666666667,11991
54621,1820.7,11994
54622,1820.7333333333333,11996
54623,1820.7666666666667,11999
54624,1820.8,12001
54625,1820.8333333333333,12003
54626,1820.8666666666668,12005
54627,1820.9,12007
54628,1820.9333333333332,12011
54629,1820.9666666666667,12013
54630,1821.0,12016
54631,1821.0333333333333,12018
54632,1821.0666666666668,12020
54633,1821.1,12023
54634,1821.1333333333332,12025
54635,1821.1666666666667,12027
54636,1821.2,12029
54637,1821.2333333333333,12033
54638,1821.2666666666667,12035
54639,1821.3,12037
54640,1821.3333333333333,12040
54641,1821.3666666666668,12042
54642,1821.4,12044
54643,1821.4333333333332,12046
54644,1821.4666666666667,12048
54645,1821.5,12050
54646,1821.5333333333333,12053
54647,1821.5666666666668,12055
54648,1821.6,12057
54649,1821.6333333333332,12059
54650,1821.6666666666667,12061
54651,1821.7,12062
54652,1821.7333333333333,12064
54653,1821.7666666666667,12066
54654,1821.8,12068
54655,1821.8333333333333,12071
54656,1821.8666666666668,12074
54657,1821.9,12076
54658,1821.9333333333332,12079
54659,1821.9666666666667,12081
54660,1822.0,12083
54661,1822.0333333333333,12085
54662,1822.0666666666668,12087
54663,1822.1,12089
54664,1822.1333333333332,12093
54665,1822.1666666666667,12095
54666,1822.2,12097
54667,1822.2333333333333,12100
54668,1822.2666666666667,12102
54669,1822.3,12104
54670,1822.3333333333333,12106
54671,1822.3666666666668,12108
54672,1822.4,12110
54673,1822.4333333333332,12113
54674,1822.4666666666667,12115
54675,1822.5,12117
54676,1822.5333333333333,12119
54677,1822.5666666666668,12121
54678,1822.6,12123
54679,1822.6333333333332,12125
54680,1822.6666666666667,12127
54681,1822.7,12129
54682,1822.7333333333333,12132
54683,1822.7666666666667,12134
54684,1822.8,12136
54685,1822.8333333333333,12138
54686,1822.8666666666668,12140
54687,1822.9,12142
54688,1822.9333333333332,12144
54689,1822.9666666666667,12146
54690,1823.0,12148
54691,1823.0333333333333,12151
54692,1823.0666666666668,12153
54693,1823.1,12156
54694,1823.1333333333332,12158
54695,1823.1666666666667,12161
54696,1823.2,12163
54697,1823.2333333333333,12165
54698,1823.2666666666667,12167
54699,1823.3,12169
54700,1823.3333333333333,12173
54701,1823.3666666666668,12175
54702,1823.4,12178
54703,1823.4333333333332,12180
54704,1823.4666666666667,12183
54705,1823.5,12185
54706,1823.5333333333333,12187
54707,1823.5666666666668,12189
54708,1823.6,12191
54709,1823.6333333333332,12194
54710,1823.6666666666667,12196
54711,1823.7,12198
54712,1823.7333333333333,12200
54713,1823.7666666666667,12202
54714,1823.8,12204
54715,1823.8333333333333,12206
54716,1823.8666666666668,12208
54717,1823.9,12210
54718,1823.9333333333332,12213
54719,1823.9666666666667,12216
54720,1824.0,12218
54721,1824.0333333333333,12220
54722,1824.0666666666668,12223
54723,1824.1,12225
54724,1824.1333333333332,12227
54725,1824.1666666666667,12229
54726,1824.2,12231
54727,1824.2333333333333,12235
54728,1824.2666666666667,12237
54729,1824.3,12240
54730,1824.3333333333333,12242
54731,1824.3666666666668,12244
54732,1824.4,12244
54733,1824.4333333333332,12247
54734,1824.4666666666667,12251
54735,1824.5,12251
54736,1824.5333333333333,12253
54737,1824.5666666666668,12259
54738,1824.6,12259
54739,1824.6333333333332,12261
54740,1824.6666666666667,12266
54741,1824.7,12266
54742,1824.7333333333333,12268
54743,1824.7666666666667,12268
54744,1824.8,12272
54745,1824.8333333333333,12277
54746,1824.8666666666668,12277
54747,1824.9,12279
54748,1824.9333333333332,12283
54749,1824.9666666666667,12283
54750,1825.0,12285
54751,1825.0333333333333,12289
54752,1825.0666666666668,12289
54753,1825.1,12291
54754,1825.1333333333332,12291
54755,1825.1666666666667,12296
54756,1825.2,12299
54757,1825.2333333333333,12299
54758,1825.2666666666667,12303
54759,1825.3,12306
54760,1825.3333333333333,12306
54761,1825.3666666666668,12310
54762,1825.4,12312
54763,1825.4333333333332,12314
54764,1825.4666666666667,12317
54765,1825.5,12319
54766,1825.5333333333333,12320
54767,1825.5666666666668,12322
54768,1825.6,12323
54769,1825.6333333333332,12324
54770,1825.6666666666667,12326
54771,1825.7,12327
54772,1825.7333333333333,12328
54773,1825.7666666666667,12332
54774,1825.8,12335
54775,1825.8333333333333,12337
54776,1825.8666666666668,12340
54777,1825.9,12343
54778,1825.9333333333332,12345
54779,1825.9666666666667,12348
54780,1826.0,12351
54781,1826.0333333333333,12353
54782,1826.0666666666668,12356
54783,1826.1,12358
54784,1826.1333333333332,12361
54785,1826.1666666666667,12363
54786,1826.2,12365
54787,1826.2333333333333,12367
54788,1826.2666666666667,12369
54789,1826.3,12371
54790,1826.3333333333333,12373
54791,1826.3666666666668,12376
54792,1826.4,12378
54793,1826.4333333333332,12381
54794,1826.4666666666667,12383
54795,1826.5,12385
54796,1826.5333333333333,12387
54797,1826.5666666666668,12389
54798,1826.6,12391
54799,1826.6333333333332,12394
54800,1826.6666666666667,12397
54801,1826.7,12400
54802,1826.7333333333333,12402
54803,1826.7666666666667,12405
54804,1826.8,12407
54805,1826.8333333333333,12410
54806,1826.8666666666668,12412
54807,1826.9,12415
54808,1826.9333333333332,12417
54809,1826.9666666666667,12420
54810,1827.0,12423
54811,1827.0333333333333,12425
54812,1827.0666666666668,12428
54813,1827.1,12430
54814,1827.1333333333332,12433
54815,1827.1666666666667,12435
54816,1827.2,12437
54817,1827.2333333333333,12439
54818,1827.2666666666667,12443
54819,1827.3,12445
54820,1827.3333333333333,12447
54821,1827.3666666666668,12449
54822,1827.4,12451
54823,1827.4333333333332,12453
54824,1827.4666666666667,12455
54825,1827.5,12457
54826,1827.5333333333333,12459
54827,1827.5666666666668,12461
54828,1827.6,12462
54829,1827.6333333333332,12464
54830,1827.6666666666667,12465
54831,1827.7,12466
54832,1827.7333333333333,12468
54833,1827.7666666666667,12469
54834,1827.8,12470
54835,1827.8333333333333,12471
54836,1827.8666666666668,12474
54837,1827.9,12477
54838,1827.9333333333332,12479
54839,1827.9666666666667,12481
54840,1828.0,12483
54841,1828.0333333333333,12486
54842,1828.0666666666668,12488
54843,1828.1,12490
54844,1828.1333333333332,12492
54845,1828.1666666666667,12496
54846,1828.2,12499
54847,1828.2333333333333,12502
54848,1828.2666666666667,12505
54849,1828.3,12507
54850,1828.3333333333333,12510
54851,1828.3666666666668,12513
54852,1828.4,12515
54853,1828.4333333333332,12518
54854,1828.4666666666667,12522
54855,1828.5,12524
54856,1828.5333333333333,12527
54857,1828.5666666666668,12529
54858,1828.6,12531
54859,1828.6333333333332,12533
54860,1828.6666666666667,12536
54861,1828.7,12538
54862,1828.7333333333333,12540
54863,1828.7666666666667,12543
54864,1828.8,12546
54865,1828.8333333333333,12548
54866,1828.8666666666668,12551
54867,1828.9,12553
54868,1828.9333333333332,12555
54869,1828.9666666666667,12557
54870,1829.0,12560
54871,1829.0333333333333,12562
54872,1829.0666666666668,12565
54873,1829.1,12568
54874,1829.1333333333332,12571
54875,1829.1666666666667,12574
54876,1829.2,12576
54877,1829.2333333333333,12579
54878,1829.2666666666667,12581
54879,1829.3,12583
54880,1829.3333333333333,12586
54881,1829.3666666666668,12590
54882,1829.4,12592
54883,1829.4333333333332,12595
54884,1829.4666666666667,12597
54885,1829.5,12600
54886,1829.5333333333333,12602
54887,1829.5666666666668,12605
54888,1829.6,12607
54889,1829.6333333333332,12609
54890,1829.6666666666667,12613
54891,1829.7,12615
54892,1829.7333333333333,12617
54893,1829.7666666666667,12619
54894,1829.8,12621
54895,1829.8333333333333,12624
54896,1829.8666666666668,12626
54897,1829.9,12628
54898,1829.9333333333332,12629
54899,1829.9666666666667,12633
54900,1830.0,12636
54901,1830.0333333333333,12638
54902,1830.0666666666668,12641
54903,1830.1,12643
54904,1830.1333333333332,12646
54905,1830.1666666666667,12648
54906,1830.2,12650
54907,1830.2333333333333,12653
54908,1830.2666666666667,12657
54909,1830.3,12659
54910,1830.3333333333333,12662
54911,1830.3666666666668,12664
54912,1830.4,12667
54913,1830.4333333333332,12669
54914,1830.4666666666667,12671
54915,1830.5,12673
54916,1830.5333333333333,12676
54917,1830.5666666666668,12679
54918,1830.6,12681
54919,1830.6333333333332,12683
54920,1830.6666666666667,12686
54921,1830.7,12688
54922,1830.7333333333333,12690
54923,1830.7666666666667,12692
54924,1830.8,12693
54925,1830.8333333333333,12695
54926,1830.8666666666668,12699
54927,1830.9,12701
54928,1830.9333333333332,12703
54929,1830.9666666666667,12706
54930,1831.0,12708
54931,1831.0333333333333,12710
54932,1831.0666666666668,12712
54933,1831.1,12714
54934,1831.1333333333332,12716
54935,1831.1666666666667,12720
54936,1831.2,12722
54937,1831.2333333333333,12725
54938,1831.2666666666667,12728
54939,1831.3,12730
54940,1831.3333333333333,12733
54941,1831.3666666666668,12735
54942,1831.4,12737
54943,1831.4333333333332,12739
54944,1831.4666666666667,12743
54945,1831.5,12745
54946,1831.5333333333333,12748
54947,1831.5666666666668,12750
54948,1831.6,12752
54949,1831.6333333333332,12754
54950,1831.6666666666667,12756
54951,1831.7,12758
54952,1831.7333333333333,12760
54953,1831.7666666666667,12763
54954,1831.8,12766
54955,1831.8333333333333,12768
54956,1831.8666666666668,12770
54957,1831.9,12773
54958,1831.9333333333332,12775
54959,1831.9666666666667,12777
54960,1832.0,12779
54961,1832.0333333333333,12781
54962,1832.0666666666668,12784
54963,1832.1,12787
54964,1832.1333333333332,12789
54965,1832.1666666666667,12792
54966,1832.2,12794
54967,1832.2333333333333,12796
54968,1832.2666666666667,12798
54969,1832.3,12800
54970,1832.3333333333333,12802
54971,1832.3666666666668,12807
54972,1832.4,12809
54973,1832.4333333333332,12812
54974,1832.4666666666667,12815
54975,1832.5,12817
54976,1832.5333333333333,12820
54977,1832.5666666666668,12822
54978,1832.6,12825
54979,1832.6333333333332,12827
54980,1832.6666666666667,12830
54981,1832.7,12833
54982,1832.7333333333333,12835
54983,1832.7666666666667,12837
54984,1832.8,12840
54985,1832.8333333333333,12842
54986,1832.8666666666668,12844
54987,1832.9,12846
54988,1832.9333333333332,12848
54989,1832.9666666666667,12851
54990,1833.0,12853
54991,1833.0333333333333,12855
54992,1833.0666666666668,12858
54993,1833.1,12860
54994,1833.1333333333332,12862
54995,1833.1666666666667,12864
54996,1833.2,12865
54997,1833.2333333333333,12869
54998,1833.2666666666667,12872
54999,1833.3,12875
55000,1833.3333333333333,12877
55001,1833.3666666666668,12880
55002,1833.4,12883
55003,1833.4333333333332,12885
55004,1833.4666666666667,12888
55005,1833.5,12890
55006,1833.5333333333333,12893
55007,1833.5666666666668,12897
55008,1833.6,12899
55009,1833.6333333333332,12902
55010,1833.6666666666667,12905
55011,1833.7,12907
55012,1833.7333333333333,12910
55013,1833.7666666666667,12912
55014,1833.8,12915
55015,1833.8333333333333,12917
55016,1833.8666666666668,12921
55017,1833.9,12924
55018,1833.9333333333332,12926
55019,1833.9666666666667,12929
55020,1834.0,12931
55021,1834.0333333333333,12934
55022,1834.0666666666668,12936
55023,1834.1,12938
55024,1834.1333333333332,12940
55025,1834.1666666666667,12944
55026,1834.2,12947
55027,1834.2333333333333,12949
55028,1834.2666666666667,12952
55029,1834.3,12954
55030,1834.3333333333333,12957
55031,1834.3666666666668,12959
55032,1834.4,12962
55033,1834.4333333333332,12964
55034,1834.4666666666667,12967
55035,1834.5,12970
55036,1834.5333333333333,12972
55037,1834.5666666666668,12975
55038,1834.6,12977
55039,1834.6333333333332,12980
55040,1834.6666666666667,12982
55041,1834.7,12984
55042,1834.7333333333333,12986
55043,1834.7666666666667,12990
55044,1834.8,12992
55045,1834.8333333333333,12994
55046,1834.8666666666668,12997
55047,1834.9,12999
55048,1834.9333333333332,13001
55049,1834.9666666666667,13003
55050,1835.0,13005
55051,1835.0333333333333,13007
55052,1835.0666666666668,13010
55053,1835.1,13013
55054,1835.1333333333332,13015
55055,1835.1666666666667,13017
55056,1835.2,13019
55057,1835.2333333333333,13021
55058,1835.2666666666667,13024
55059,1835.3,13026
55060,1835.3333333333333,13028
55061,1835.3666666666668,13031
55062,1835.4,13034
55063,1835.4333333333332,13036
55064,1835.4666666666667,13038
55065,1835.5,13041
55066,1835.5333333333333,13043
55067,1835.5666666666668,13045
55068,1835.6,13047
55069,1835.6333333333332,13049
55070,1835.6666666666667,13053
55071,1835.7,13056
55072,1835.7333333333333,13059
55073,1835.7666666666667,13062
55074,1835.8,13065
55075,1835.8333333333333,13067
55076,1835.8666666666668,13070
55077,1835.9,13072
55078,1835.9333333333332,13074
55079,1835.9666666666667,13078
55080,1836.0,13081
55081,1836.0333333333333,13084
55082,1836.0666666666668,13086
55083,1836.1,13089
55084,1836.1333333333332,13091
55085,1836.1666666666667,13094
55086,1836.2,13096
55087,1836.2333333333333,13099
55088,1836.2666666666667,13102
55089,1836.3,13105
55090,1836.3333333333333,13108
55091,1836.3666666666668,13110
55092,1836.4,13113
55093,1836.4333333333332,13115
55094,1836.4666666666667,13118
55095,1836.5,13120
55096,1836.5333333333333,13122
55097,1836.5666666666668,13126
55098,1836.6,13128
55099,1836.6333333333332,13131
55100,1836.6666666666667,13133
55101,1836.7,13135
55102,1836.7333333333333,13137
55103,1836.7666666666667,13139
55104,1836.8,13141
55105,1836.8333333333333,13145
55106,1836.8666666666668,13148
55107,1836.9,13151
55108,1836.9333333333332,13154
55109,1836.9666666666667,13156
55110,1837.0,13159
55111,1837.0333333333333,13162
55112,1837.0666666666668,13164
55113,1837.1,13166
55114,1837.1333333333332,13170
55115,1837.1666666666667,13173
55116,1837.2,13176
55117,1837.2333333333333,13178
55118,1837.2666666666667,13181
55119,1837.3,13184
55120,1837.3333333333333,13186
55121,1837.3666666666668,13188
55122,1837.4,13191
55123,1837.4333333333332,13194
55124,1837.4666666666667,13197
55125,1837.5,13199
55126,1837.5333333333333,13201
55127,1837.5666666666668,13204
55128,1837.6,13206
55129,1837.6333333333332,13208
55130,1837.6666666666667,13210
55131,1837.7,13212
55132,1837.7333333333333,13216
55133,1837.7666666666667,13219
55134,1837.8,13222
55135,1837.8333333333333,13224
55136,1837.8666666666668,13227
55137,1837.9,13229
55138,1837.9333333333332,13232
55139,1837.9666666666667,13234
55140,1838.0,13237
55141,1838.0333333333333,13241
55142,1838.0666666666668,13243
55143,1838.1,13246
55144,1838.1333333333332,13249
55145,1838.1666666666667,13251
55146,1838.2,13254
55147,1838.2333333333333,13256
55148,1838.2666666666667,13259
55149,1838.3,13261
55150,1838.3333333333333,13265
55151,1838.3666666666668,13268
55152,1838.4,13270
55153,1838.4333333333332,13273
55154,1838.4666666666667,13275
55155,1838.5,13278
55156,1838.5333333333333,13280
55157,1838.5666666666668,13283
55158,1838.6,13285
55159,1838.6333333333332,13288
55160,1838.6666666666667,13291
55161,1838.7,13293
55162,1838.7333333333333,13295
55163,1838.7666666666667,13298
55164,1838.8,13300
55165,1838.8333333333333,13302
55166,1838.8666666666668,13304
55167,1838.9,13306
55168,1838.9333333333332,13310
55169,1838.9666666666667,13313
55170,1839.0,13315
55171,1839.0333333333333,13318
55172,1839.0666666666668,13321
55173,1839.1,13323
55174,1839.1333333333332,13326
55175,1839.1666666666667,13328
55176,1839.2,13331
55177,1839.2333333333333,13334
55178,1839.2666666666667,13337
55179,1839.3,13340
55180,1839.3333333333333,13342
55181,1839.3666666666668,13345
55182,1839.4,13347
55183,1839.4333333333332,13350
55184,1839.4666666666667,13352
55185,1839.5,13355
55186,1839.5333333333333,13359
55187,1839.5666666666668,13361
55188,1839.6,13364
55189,1839.6333333333332,13367
55190,1839.6666666666667,13369
55191,1839.7,13372
55192,1839.7333333333333,13374
55193,1839.7666666666667,13376
55194,1839.8,13379
55195,1839.8333333333333,13382
55196,1839.8666666666668,13385
55197,1839.9,13387
55198,1839.9333333333332,13389
55199,1839.9666666666667,13392
55200,1840.0,13394
55201,1840.0333333333333,13396
55202,1840.0666666666668,13398
55203,1840.1,13400
55204,1840.1333333333332,13403
55205,1840.1666666666667,13406
55206,1840.2,13408
55207,1840.2333333333333,13408
55208,1840.2666666666667,13411
55209,1840.3,13413
55210,1840.3333333333333,13415
55211,1840.3666666666668,13418
55212,1840.4,13420
55213,1840.4333333333332,13422
55214,1840.4666666666667,13426
55215,1840.5,13429
55216,1840.5333333333333,13432
55217,1840.5666666666668,13435
55218,1840.6,13437
55219,1840.6333333333332,13440
55220,1840.6666666666667,13442
55221,1840.7,13445
55222,1840.7333333333333,13447
55223,1840.7666666666667,13452
55224,1840.8,13454
55225,1840.8333333333333,13457
55226,1840.8666666666668,13460
55227,1840.9,13463
55228,1840.9333333333332,13465
55229,1840.9666666666667,13468
55230,1841.0,13470
55231,1841.0333333333333,13472
55232,1841.0666666666668,13476
55233,1841.1,13479
55234,1841.1333333333332,13481
55235,1841.1666666666667,13484
55236,1841.2,13486
55237,1841.2333333333333,13488
55238,1841.2666666666667,13490
55239,1841.3,13492
55240,1841.3333333333333,13494
55241,1841.3666666666668,13498
55242,1841.4,13501
55243,1841.4333333333332,13503
55244,1841.4666666666667,13506
55245,1841.5,13508
55246,1841.5333333333333,13510
55247,1841.5666666666668,13513
55248,1841.6,13515
55249,1841.6333333333332,13517
55250,1841.6666666666667,13521
55251,1841.7,13523
55252,1841.7333333333333,13526
55253,1841.7666666666667,13528
55254,1841.8,13531
55255,1841.8333333333333,13533
55256,1841.8666666666668,13536
55257,1841.9,13538
55258,1841.9333333333332,13540
55259,1841.9666666666667,13544
55260,1842.0,13547
55261,1842.0333333333333,13550
55262,1842.0666666666668,13553
55263,1842.1,13556
55264,1842.1333333333332,13559
55265,1842.1666666666667,13561
55266,1842.2,13564
55267,1842.2333333333333,13566
55268,1842.2666666666667,13570
55269,1842.3,13573
55270,1842.3333333333333,13575
55271,1842.3666666666668,13578
55272,1842.4,13580
55273,1842.4333333333332,13583
55274,1842.4666666666667,13585
55275,1842.5,13587
55276,1842.5333333333333,13589
55277,1842.5666666666668,13593
55278,1842.6,13596
55279,1842.6333333333332,13599
55280,1842.6666666666667,13602
55281,1842.7,13605
55282,1842.7333333333333,13608
55283,1842.7666666666667,13610
55284,1842.8,13613
55285,1842.8333333333333,13615
55286,1842.8666666666668,13619
55287,1842.9,13622
55288,1842.9333333333332,13624
55289,1842.9666666666667,13627
55290,1843.0,13629
55291,1843.0333333333333,13631
55292,1843.0666666666668,13634
55293,1843.1,13636
55294,1843.1333333333332,13638
55295,1843.1666666666667,13642
55296,1843.2,13645
55297,1843.2333333333333,13648
55298,1843.2666666666667,13651
55299,1843.3,13654
55300,1843.3333333333333,13656
55301,1843.3666666666668,13659
55302,1843.4,13662
55303,1843.4333333333332,13664
55304,1843.4666666666667,13668
55305,1843.5,13671
55306,1843.5333333333333,13673
55307,1843.5666666666668,13675
55308,1843.6,13678
55309,1843.6333333333332,13680
55310,1843.6666666666667,13682
55311,1843.7,13685
55312,1843.7333333333333,13687
55313,1843.7666666666667,13691
55314,1843.8,13694
55315,1843.8333333333333,13697
55316,1843.8666666666668,13700
55317,1843.9,13702
55318,1843.9333333333332,13705
55319,1843.9666666666667,13708
55320,1844.0,13710
55321,1844.0333333333333,13713
55322,1844.0666666666668,13717
55323,1844.1,13720
55324,1844.1333333333332,13723
55325,1844.1666666666667,13726
55326,1844.2,13728
55327,1844.2333333333333,13731
55328,1844.2666666666667,13734
55329,1844.3,13737
55330,1844.3333333333333,13739
55331,1844.3666666666668,13743
55332,1844.4,13746
55333,1844.4333333333332,13749
55334,1844.4666666666667,13751
55335,1844.5,13754
55336,1844.5333333333333,13756
55337,1844.5666666666668,13759
55338,1844.6,13762
55339,1844.6333333333332,13764
55340,1844.6666666666667,13768
55341,1844.7,13770
55342,1844.7333333333333,13773
55343,1844.7666666666667,13775
55344,1844.8,13777
55345,1844.8333333333333,13779
55346,1844.8666666666668,13782
55347,1844.9,13784
55348,1844.9333333333332,13786
55349,1844.9666666666667,13790
55350,1845.0,13794
55351,1845.0333333333333,13797
55352,1845.0666666666668,13800
55353,1845.1,13802
55354,1845.1333333333332,13805
55355,1845.1666666666667,13807
55356,1845.2,13810
55357,1845.2333333333333,13812
55358,1845.2666666666667,13816
55359,1845.3,13818
55360,1845.3333333333333,13821
55361,1845.3666666666668,13824
55362,1845.4,13826
55363,1845.4333333333332,13828
55364,1845.4666666666667,13831
55365,1845.5,13833
55366,1845.5333333333333,13835
55367,1845.5666666666668,13839
55368,1845.6,13842
55369,1845.6333333333332,13845
55370,1845.6666666666667,13848
55371,1845.7,13851
55372,1845.7333333333333,13853
55373,1845.7666666666667,13856
55374,1845.8,13859
55375,1845.8333333333333,13861
55376,1845.8666666666668,13865
55377,1845.9,13868
55378,1845.9333333333332,13870
55379,1845.9666666666667,13873
55380,1846.0,13875
55381,1846.0333333333333,13878
55382,1846.0666666666668,13880
55383,1846.1,13882
55384,1846.1333333333332,13885
55385,1846.1666666666667,13888
55386,1846.2,13891
55387,1846.2333333333333,13894
55388,1846.2666666666667,13896
55389,1846.3,13899
55390,1846.3333333333333,13901
55391,1846.3666666666668,13904
55392,1846.4,13906
55393,1846.4333333333332,13908
55394,1846.4666666666667,13912
55395,1846.5,13915
55396,1846.5333333333333,13918
55397,1846.5666666666668,13920
55398,1846.6,13923
55399,1846.6333333333332,13925
55400,1846.6666666666667,13928
55401,1846.7,13930
55402,1846.7333333333333,13933
55403,1846.7666666666667,13937
55404,1846.8,13940
55405,1846.8333333333333,13943
55406,1846.8666666666668,13946
55407,1846.9,13949
55408,1846.9333333333332,13952
55409,1846.9666666666667,13955
55410,1847.0,13958
55411,1847.0333333333333,13960
55412,1847.0666666666668,13964
55413,1847.1,13967
55414,1847.1333333333332,13970
55415,1847.1666666666667,13972
55416,1847.2,13975
